id_pedido;fecha_despacho;dia_semana_despacho;provincia_destino;categoria_producto;peso_paquete_kg;volumen_paquete_cm3;proveedor_logistico;distancia_km;clima_despacho;es_vispera_feriado;tipo_envio;intentos_previos;etiqueta_fragil;entrega_demorada;codigo_postal_dest;valor_declarado_ars
7860;1/3/2023;miércoles;Buenos Aires;Bazar;4472;749660;Correo Argentino;2350;Despejado;No;Same-Day;3;No;0;B3608AAA;$ 4.328
7861;11/3/2023;sábado;Tucumán;Juguetes;4096;324150;Andreani;2188;Despejado;No;Normal;3;Sí;0;B9173AAA;76824
7862;10/3/2023;viernes;Tucumán;Bazar;3445;275810;Oca;1052;Despejado;No;Express;1;Sí;1;B4687AAA;$ 62.826
7863;31/8/2023;jueves;Córdoba;Muebles;231;71290;Correo Argentino;831;Despejado;No;Express;0;Sí;0;B6496AAA;98843
7864;14/8/2023;lunes;Córdoba;Bazar;4376;245230;Andreani;2178;Despejado;No;Same-Day;3;No;0;B6491AAA;$ 15.460
7865;1/1/2024;lunes;CABA;Juguetes;4016;964410;Andreani;2118;Despejado;No;Same-Day;1;Sí;0;B6928AAA;ARS 122114
7866;1/10/2023;domingo;Salta;Indumentaria;2015;275890;Transporte Propio;1545;Despejado;No;Express;2;No;0;B6609AAA;$ 59.914
7867;1/8/2023;martes;CABA;Electrónica;3243;755130;Oca;429;Despejado;No;Same-Day;0;No;0;B2613AAA;ARS 121767
7868;12/7/2023;miércoles;Salta;Electrónica;467;912850;Transporte Propio;1079;Despejado;No;Express;0;No;1;B5738AAA;97121
7869;14/9/2023;jueves;Tucumán;Juguetes;1798;993490;Correo Argentino;2340;Lluvia;No;Same-Day;1;No;0;B6323AAA;55756
7870;5/7/2023;miércoles;Santa Fe;Bazar;1034;970520;Transporte Propio;2022;Tormenta;No;Express;2;No;1;B9071AAA;34335
7871;4/5/2023;jueves;Buenos Aires;Electrónica;3612;913730;Transporte Propio;1547;Despejado;No;Normal;1;No;1;B5883AAA;$ 14.563
7872;10/1/2023;martes;Santa Fe;Muebles;4098;851330;Correo Argentino;1848;Despejado;No;Same-Day;3;No;0;N/A;9318
7873;10/4/2023;lunes;Santa Fe;Indumentaria;1758;202370;Correo Argentino;2376;Despejado;No;Same-Day;2;Sí;0;B19XX;5028
7874;31/12/2023;domingo;Santa Fe;Juguetes;3247;368940;Oca;1546;Despejado;No;Express;2;No;0;B8273AAA;$ 67.368
7875;27/12/2023;miércoles;Tucumán;Juguetes;649;346250;Oca;135;Tormenta;No;Express;2;Sí;1;B3224AAA;ARS 38995
7876;29/10/2023;domingo;Salta;Electrónica;3594;458480;Transporte Propio;481;Despejado;No;Normal;2;No;0;B1690AAA;ARS 73202
7877;17/7/2023;lunes;CABA;Juguetes;787;475700;Transporte Propio;1243;Despejado;No;Express;3;No;0;B7844AAA;$ 49.256
7878;4/1/2023;miércoles;Santa Fe;Bazar;4047;272570;Andreani;260;Tormenta;No;Same-Day;1;No;1;B8659AAA;ARS 76312
7879;19/10/2023;jueves;Neuquén;Bazar;321;836830;Oca;227;Lluvia;No;Normal;1;No;0;B8475AAA;ARS 123720
7880;13/2/2023;lunes;Tucumán;Juguetes;2427;954780;Andreani;711;Despejado;No;Normal;0;Sí;0;B19XX;ARS 13406
7881;7/9/2023;jueves;Salta;Bazar;474;239120;Correo Argentino;2428;Despejado;No;Same-Day;3;No;0;B9423AAA;$ 101.513
7882;9/2/2023;jueves;Córdoba;Juguetes;2335;371570;Oca;1210;Lluvia;No;Normal;1;No;1;B5760AAA;74498
7883;23/12/2023;sábado;Córdoba;Muebles;416;946880;Transporte Propio;2301;Lluvia;No;Express;1;No;0;B1802AAA;10216
7884;14/11/2023;martes;Córdoba;Electrónica;4267;23800;Andreani;1489;Lluvia;No;Same-Day;0;Sí;0;B6225AAA;ARS 7709
7885;25/11/2023;sábado;Buenos Aires;Muebles;2939;886860;Andreani;2287;Despejado;No;Express;1;Sí;1;B5675AAA;53461
7886;3/10/2023;martes;Neuquén;Muebles;256;984570;Andreani;2308;Despejado;No;Same-Day;1;Sí;0;B3412AAA;$ 84.864
7887;2/2/2023;jueves;Mendoza;Muebles;16;294980;Andreani;384;Despejado;No;Same-Day;1;Sí;0;B1521AAA;$ 42.843
7888;22/6/2023;jueves;Mendoza;Indumentaria;3229;92680;Oca;1751;Tormenta;No;Normal;2;No;1;B9473AAA;83875
7889;19/8/2023;sábado;Córdoba;Bazar;114;252570;Correo Argentino;1033;Despejado;No;Express;3;Sí;0;B4260AAA;$ 12.502
7890;16/1/2023;lunes;CABA;Indumentaria;1862;190250;Andreani;94;Despejado;No;Express;0;Sí;0;B3608AAA;60803
7891;18/3/2023;sábado;Mendoza;Electrónica;2301;373020;Andreani;2368;Despejado;No;Express;2;No;0;B1276AAA;18555
7892;19/2/2023;domingo;Mendoza;Juguetes;266;222290;Transporte Propio;1941;Lluvia;No;Same-Day;1;Sí;0;B8089AAA;33574
7893;9/7/2023;domingo;Tucumán;Indumentaria;4894;39310;Transporte Propio;1440;Lluvia;No;Same-Day;1;No;0;B6099AAA;17077
7894;8/3/2023;miércoles;Santa Fe;Indumentaria;1237;537070;Correo Argentino;2013;Despejado;No;Same-Day;1;Sí;0;B5748AAA;133164
7895;19/2/2023;domingo;Buenos Aires;Electrónica;4744;583350;Andreani;2230;Tormenta;No;Normal;2;No;1;B5322AAA;$ 36.401
7896;15/2/2023;miércoles;Córdoba;Electrónica;3288;592570;Oca;653;Despejado;No;Same-Day;0;No;0;B3001AAA;$ 121.165
7897;7/8/2023;lunes;Salta;Juguetes;1407;801670;Oca;652;Despejado;No;Express;3;No;0;B6211AAA;24720
7898;2/3/2023;jueves;Salta;Bazar;3616;508170;Transporte Propio;1801;Despejado;No;Normal;1;Sí;1;B7185AAA;53909
7899;1/12/2023;viernes;CABA;Indumentaria;4284;512530;Andreani;670;Tormenta;No;Normal;1;No;0;B6535AAA;$ 75.975
7900;15/12/2023;viernes;CABA;Bazar;352;160810;Andreani;455;Despejado;No;Normal;1;No;0;B4017AAA;16874
7901;18/6/2023;domingo;Córdoba;Electrónica;4444;118160;Andreani;1658;Lluvia;No;Express;3;No;0;123;125119
7902;9/5/2023;martes;Neuquén;Indumentaria;4267;314040;Correo Argentino;90;Despejado;No;Same-Day;1;No;0;B9369AAA;111851
7903;3/6/2023;sábado;Mendoza;Bazar;1661;399010;Andreani;1967;Despejado;Sí;Same-Day;3;No;0;B1505AAA;ARS 135155
7904;19/2/2023;domingo;Salta;Muebles;3571;628240;Transporte Propio;1778;Despejado;No;Express;1;No;0;B2045AAA;84136
7905;29/12/2023;viernes;Córdoba;Bazar;2494;550560;Andreani;77;Despejado;Sí;Normal;2;No;0;B9159AAA;ARS 6685
7906;18/7/2023;martes;Salta;Indumentaria;2259;235640;Andreani;150;Despejado;No;Express;0;Sí;0;B9198AAA;14341
7907;10/2/2023;viernes;Neuquén;Indumentaria;3042;286140;Correo Argentino;104;Lluvia;No;Express;0;Sí;0;B19XX;19876
7908;4/2/2023;sábado;CABA;Muebles;798;95070;Correo Argentino;1249;Despejado;No;Express;3;Sí;0;N/A;23707
7909;24/7/2023;lunes;Neuquén;Juguetes;3386;720620;Transporte Propio;1144;Tormenta;No;Express;0;Sí;0;B4189AAA;8505
7910;27/2/2023;lunes;Buenos Aires;Indumentaria;176;155210;Oca;1124;Despejado;No;Express;1;No;0;B1221AAA;ARS 25321
7911;30/9/2023;sábado;Santa Fe;Bazar;3235;182030;Transporte Propio;1332;Despejado;No;Same-Day;0;Sí;1;B8645AAA;$ 53.758
7912;3/6/2023;sábado;Santa Fe;Indumentaria;937;92110;Correo Argentino;652;Despejado;No;Express;1;Sí;0;B8947AAA;35898
7913;2/10/2023;lunes;Santa Fe;Indumentaria;3589;605880;Andreani;1202;Tormenta;Sí;Express;2;Sí;1;B7398AAA;9799
7914;30/8/2023;miércoles;Santa Fe;Muebles;682;568680;Correo Argentino;1939;Despejado;No;Express;2;Sí;0;B2882AAA;64242
7915;24/9/2023;domingo;Córdoba;Electrónica;3416;485680;Oca;883;Lluvia;No;Same-Day;2;Sí;0;B1187AAA;$ 71.444
7916;14/11/2023;martes;Tucumán;Muebles;2669;612240;Andreani;257;Despejado;No;Same-Day;3;Sí;1;B4937AAA;73417
7917;22/7/2023;sábado;Santa Fe;Electrónica;1433;938650;Transporte Propio;1135;Tormenta;No;Express;1;No;1;B4182AAA;ARS 126462
7918;7/9/2023;jueves;Salta;Bazar;2681;766290;Correo Argentino;623;Lluvia;Sí;Normal;0;No;0;B2009AAA;ARS 45441
7919;17/8/2023;jueves;Buenos Aires;Indumentaria;2737;963140;Oca;1247;Tormenta;No;Same-Day;3;Sí;1;B5603AAA;$ 145.388
7920;25/4/2023;martes;CABA;Indumentaria;2552;165530;Oca;1865;Despejado;Sí;Normal;3;No;0;B1062AAA;ARS 82384
7921;9/8/2023;miércoles;Neuquén;Indumentaria;4078;925230;Andreani;2304;Despejado;No;Same-Day;1;No;0;B4974AAA;$ 63.333
7922;2/11/2023;jueves;Salta;Indumentaria;4604;693750;Oca;1388;Despejado;Sí;Normal;3;No;0;B6866AAA;ARS 59991
7923;3/10/2023;martes;CABA;Indumentaria;119;237400;Transporte Propio;922;Despejado;No;Normal;1;No;0;B9208AAA;$ 126.645
7924;21/12/2023;jueves;Tucumán;Electrónica;1577;100900;Oca;2285;Despejado;No;Express;0;Sí;0;B5016AAA;$ 25.378
7925;14/5/2023;domingo;Neuquén;Indumentaria;3339;633450;Correo Argentino;2167;Despejado;Sí;Express;3;Sí;0;B9120AAA;$ 31.755
7926;3/6/2023;sábado;Neuquén;Juguetes;4902;541290;Andreani;2372;Despejado;No;Normal;2;No;1;B3188AAA;134117
7927;14/5/2023;domingo;Salta;Bazar;2875;974310;Correo Argentino;2249;Despejado;No;Normal;1;No;1;B3256AAA;147035
7928;7/4/2023;viernes;Buenos Aires;Indumentaria;1316;968790;Correo Argentino;1390;Tormenta;No;Express;1;No;1;B4758AAA;111318
7929;3/6/2023;sábado;Salta;Juguetes;3389;855150;Transporte Propio;187;Despejado;No;Same-Day;2;No;0;B3552AAA;$ 21.719
7930;7/5/2023;domingo;CABA;Electrónica;150;877110;Transporte Propio;208;Tormenta;No;Normal;3;Sí;1;B3129AAA;ARS 5523
7931;4/11/2023;sábado;Mendoza;Muebles;4013;816320;Transporte Propio;2199;Despejado;No;Same-Day;0;No;0;B7872AAA;$ 94.740
7932;12/10/2023;jueves;Santa Fe;Bazar;3626;254300;Oca;2045;Lluvia;No;Normal;0;No;0;B19XX;$ 3.606
7933;29/5/2023;lunes;Mendoza;Bazar;155;940290;Andreani;1976;Despejado;No;Normal;0;No;0;B7274AAA;$ 68.114
7934;3/11/2023;viernes;Salta;Bazar;1746;911040;Andreani;2258;Lluvia;No;Express;3;Sí;1;B2608AAA;117055
7935;31/5/2023;miércoles;Tucumán;Juguetes;3198;242790;Transporte Propio;370;Tormenta;No;Express;0;No;0;N/A;$ 52.710
7936;31/12/2023;domingo;Santa Fe;Juguetes;1207;248550;Andreani;1292;Lluvia;No;Express;0;Sí;0;B5205AAA;ARS 105462
7937;3/2/2023;viernes;Neuquén;Juguetes;3248;776670;Transporte Propio;476;Despejado;No;Same-Day;3;No;0;B6885AAA;$ 39.152
7938;25/6/2023;domingo;Mendoza;Bazar;3321;357390;Andreani;170;Despejado;No;Normal;1;No;0;B8420AAA;$ 122.309
7939;29/8/2023;martes;CABA;Muebles;2867;357900;Correo Argentino;916;Tormenta;No;Normal;2;Sí;0;B4237AAA;$ 80.305
7940;29/7/2023;sábado;Neuquén;Electrónica;2399;301830;Correo Argentino;988;Despejado;Sí;Express;0;Sí;0;B2472AAA;$ 36.640
7941;18/6/2023;domingo;Córdoba;Indumentaria;328;954350;Correo Argentino;1379;Tormenta;No;Normal;2;Sí;0;B7181AAA;9190
7942;8/11/2023;miércoles;Córdoba;Muebles;3317;587980;Oca;1606;Despejado;Sí;Express;1;No;1;B6741AAA;14635
7943;20/2/2023;lunes;Salta;Indumentaria;3977;802930;Andreani;922;Despejado;No;Same-Day;2;Sí;0;B2031AAA;$ 26.026
7944;3/9/2023;domingo;Salta;Muebles;3787;705050;Transporte Propio;680;Lluvia;No;Same-Day;0;No;0;B7935AAA;71712
7945;28/4/2023;viernes;CABA;Muebles;4591;449120;Oca;1282;Despejado;No;Express;3;Sí;0;123;71903
7946;25/3/2023;sábado;Mendoza;Electrónica;482;994520;Transporte Propio;1939;Lluvia;No;Normal;1;Sí;1;B6088AAA;126675
7947;11/11/2023;sábado;Santa Fe;Bazar;3856;632570;Correo Argentino;1980;Despejado;No;Same-Day;1;Sí;1;B5193AAA;9440
7948;14/9/2023;jueves;Córdoba;Indumentaria;4877;787410;Andreani;1109;Lluvia;No;Normal;1;Sí;0;B1928AAA;ARS 4704
7949;8/1/2023;domingo;Neuquén;Bazar;3286;263470;Andreani;1271;Despejado;No;Express;1;Sí;0;B7347AAA;$ 46.253
7950;20/9/2023;miércoles;Buenos Aires;Indumentaria;1043;702960;Oca;194;Despejado;Sí;Normal;3;No;0;B2152AAA;66111
7951;23/9/2023;sábado;Santa Fe;Bazar;1995;881850;Oca;2489;Lluvia;No;Normal;3;Sí;0;B9283AAA;$ 90.365
7952;10/4/2023;lunes;Buenos Aires;Muebles;1558;724340;Transporte Propio;1626;Despejado;No;Normal;2;Sí;0;B1633AAA;130943
7953;19/10/2023;jueves;Buenos Aires;Indumentaria;3623;401490;Oca;77;Despejado;No;Express;0;Sí;0;B1194AAA;$ 113.763
7954;16/12/2023;sábado;Santa Fe;Bazar;1389;955390;Correo Argentino;127;Tormenta;No;Same-Day;1;No;0;B6499AAA;135279
7955;20/8/2023;domingo;Córdoba;Muebles;1066;274420;Oca;1835;Despejado;No;Normal;3;Sí;0;B6814AAA;ARS 116838
7956;28/2/2023;martes;Santa Fe;Electrónica;1907;705970;Transporte Propio;1548;Despejado;No;Normal;1;No;0;B5337AAA;2364
7957;19/7/2023;miércoles;Mendoza;Electrónica;4429;404540;Andreani;2303;Despejado;No;Same-Day;0;Sí;0;B3260AAA;50859
7958;6/10/2023;viernes;Tucumán;Indumentaria;2654;45320;Oca;2140;Despejado;Sí;Normal;3;Sí;1;B9976AAA;ARS 47112
7959;7/7/2023;viernes;Córdoba;Indumentaria;4591;878930;Transporte Propio;833;Despejado;No;Same-Day;1;No;0;B3706AAA;$ 3.173
7960;10/4/2023;lunes;Santa Fe;Electrónica;191;846870;Correo Argentino;370;Lluvia;No;Express;0;No;0;B9648AAA;ARS 12262
7961;13/6/2023;martes;Mendoza;Indumentaria;2546;68570;Correo Argentino;1834;Despejado;No;Same-Day;3;No;0;B7891AAA;91962
7962;5/9/2023;martes;Neuquén;Bazar;4915;35310;Transporte Propio;2057;Despejado;No;Same-Day;3;Sí;0;B5747AAA;ARS 112610
7963;18/11/2023;sábado;CABA;Indumentaria;3383;607340;Transporte Propio;508;Despejado;No;Same-Day;3;No;0;B3427AAA;132225
7964;19/8/2023;sábado;Salta;Electrónica;3048;143540;Transporte Propio;583;Despejado;No;Normal;2;No;0;B3561AAA;$ 122.002
7965;13/7/2023;jueves;Neuquén;Muebles;1791;719200;Transporte Propio;317;Despejado;No;Same-Day;3;Sí;0;B7668AAA;$ 21.390
7966;18/11/2023;sábado;Buenos Aires;Bazar;2842;580650;Correo Argentino;2293;Despejado;No;Same-Day;1;Sí;1;B4705AAA;$ 70.862
7967;7/6/2023;miércoles;Tucumán;Bazar;2484;738540;Transporte Propio;645;Lluvia;No;Express;2;No;0;B6083AAA;ARS 102370
7968;19/7/2023;miércoles;Neuquén;Juguetes;1037;700400;Andreani;1768;Despejado;No;Express;2;Sí;0;B9288AAA;68019
7969;8/3/2023;miércoles;Salta;Bazar;746;419880;Oca;226;Despejado;No;Express;3;Sí;0;B8846AAA;129997
7970;28/7/2023;viernes;CABA;Indumentaria;3441;347020;Oca;1536;Despejado;No;Express;2;No;0;B1263AAA;121523
7971;2/7/2023;domingo;Neuquén;Juguetes;1963;416570;Andreani;396;Despejado;No;Same-Day;1;Sí;0;B1614AAA;80579
7972;17/9/2023;domingo;Neuquén;Electrónica;4243;698130;Transporte Propio;195;Despejado;No;Express;1;Sí;0;B1138AAA;$ 35.808
7973;22/2/2023;miércoles;Buenos Aires;Indumentaria;4771;335810;Andreani;1859;Tormenta;No;Same-Day;0;Sí;1;B8094AAA;ARS 48010
7974;18/10/2023;miércoles;Buenos Aires;Electrónica;3014;289740;Correo Argentino;326;Despejado;No;Same-Day;0;No;0;B7243AAA;ARS 92557
7975;19/3/2023;domingo;Salta;Bazar;1691;538620;Oca;730;Lluvia;No;Normal;3;Sí;0;B6853AAA;$ 28.154
7976;31/3/2023;viernes;Tucumán;Indumentaria;2359;634890;Transporte Propio;1390;Despejado;No;Normal;2;No;0;B1339AAA;35855
7977;18/11/2023;sábado;Salta;Electrónica;628;278520;Transporte Propio;1923;Despejado;No;Normal;3;Sí;0;B3596AAA;ARS 35775
7978;11/4/2023;martes;Mendoza;Bazar;469;975160;Correo Argentino;2422;Despejado;No;Normal;1;No;1;B4156AAA;ARS 102409
7979;11/7/2023;martes;Santa Fe;Muebles;2081;590330;Oca;674;Lluvia;No;Normal;3;Sí;0;B3099AAA;ARS 130694
7980;17/9/2023;domingo;Salta;Muebles;3764;697010;Andreani;1533;Despejado;No;Normal;1;Sí;0;B6426AAA;$ 59.345
7981;30/4/2023;domingo;Tucumán;Muebles;3033;538270;Correo Argentino;717;Despejado;No;Express;0;No;0;B3991AAA;59942
7982;3/11/2023;viernes;Córdoba;Juguetes;708;801800;Transporte Propio;2243;Despejado;Sí;Normal;1;No;0;B1304AAA;$ 147.093
7983;17/1/2023;martes;Salta;Bazar;3449;802980;Correo Argentino;601;Despejado;No;Same-Day;0;Sí;0;B3991AAA;$ 3.305
7984;6/5/2023;sábado;Tucumán;Muebles;174;625210;Andreani;2068;Lluvia;No;Express;1;No;1;B5415AAA;ARS 124359
7985;10/4/2023;lunes;Tucumán;Juguetes;1844;90960;Correo Argentino;282;Despejado;No;Express;2;No;0;B3998AAA;85239
7986;27/6/2023;martes;Santa Fe;Juguetes;4761;342020;Correo Argentino;1544;Lluvia;No;Express;3;No;0;B6581AAA;8185
7987;28/1/2023;sábado;Santa Fe;Muebles;703;244060;Oca;1539;Despejado;Sí;Normal;2;No;0;B3026AAA;ARS 76393
7988;13/1/2023;viernes;CABA;Bazar;3765;661260;Correo Argentino;1642;Lluvia;No;Express;1;Sí;0;B6322AAA;75022
7989;19/4/2023;miércoles;Buenos Aires;Bazar;4414;92110;Correo Argentino;2264;Tormenta;No;Same-Day;0;No;1;B8867AAA;ARS 132132
7990;17/1/2023;martes;Neuquén;Electrónica;3427;548210;Andreani;66;Despejado;No;Same-Day;0;Sí;0;B5707AAA;ARS 31961
7991;26/10/2023;jueves;CABA;Electrónica;1277;704380;Transporte Propio;1825;Despejado;No;Same-Day;0;No;0;B4527AAA;ARS 135400
7992;6/12/2023;miércoles;CABA;Electrónica;201;910540;Oca;1108;Despejado;No;Normal;3;No;1;B8348AAA;ARS 132099
7993;3/6/2023;sábado;Tucumán;Electrónica;4682;814670;Correo Argentino;2120;Despejado;No;Normal;3;No;0;B7175AAA;62749
7994;17/3/2023;viernes;Córdoba;Juguetes;683;540520;Correo Argentino;1525;Despejado;No;Normal;3;Sí;0;B6662AAA;ARS 3216
7995;24/8/2023;jueves;Santa Fe;Electrónica;1983;766940;Correo Argentino;142;Despejado;No;Normal;0;No;0;B6904AAA;ARS 128712
7996;17/7/2023;lunes;CABA;Electrónica;1188;472240;Oca;885;Lluvia;No;Express;3;Sí;0;B8586AAA;25109
7997;20/10/2023;viernes;CABA;Bazar;243;640850;Oca;540;Despejado;No;Express;3;Sí;0;B4886AAA;$ 117.292
7998;5/11/2023;domingo;Salta;Electrónica;782;485000;Andreani;1773;Despejado;No;Express;3;Sí;0;B4577AAA;$ 13.743
7999;23/12/2023;sábado;Santa Fe;Electrónica;414;657540;Andreani;2127;Despejado;Sí;Normal;0;No;0;B6831AAA;$ 4.604
8000;8/12/2023;viernes;CABA;Electrónica;3992;957070;Transporte Propio;1062;Lluvia;No;Normal;1;Sí;0;B8591AAA;$ 80.635
8001;25/12/2023;lunes;Tucumán;Juguetes;3316;533080;Andreani;1828;Lluvia;No;Normal;1;Sí;0;B8931AAA;ARS 103055
8002;18/3/2023;sábado;Salta;Indumentaria;3882;337270;Oca;2003;Despejado;No;Express;2;Sí;0;B1929AAA;96148
8003;12/3/2023;domingo;Neuquén;Indumentaria;3953;162160;Correo Argentino;1556;Despejado;No;Express;3;Sí;1;B5327AAA;$ 95.646
8004;19/8/2023;sábado;Buenos Aires;Muebles;165;693640;Correo Argentino;452;Despejado;No;Same-Day;1;No;0;B5814AAA;86111
8005;21/7/2023;viernes;Tucumán;Muebles;1697;615380;Andreani;338;Despejado;No;Same-Day;1;No;0;B2700AAA;7030
8006;13/12/2023;miércoles;CABA;Muebles;4039;593330;Oca;1451;Tormenta;No;Normal;3;Sí;1;B4786AAA;106340
8007;17/4/2023;lunes;Neuquén;Indumentaria;2685;679370;Andreani;2175;Despejado;No;Express;1;Sí;0;B6597AAA;28530
8008;21/3/2023;martes;Salta;Juguetes;1048;14330;Oca;347;Despejado;No;Express;0;Sí;0;B1519AAA;15049
8009;26/7/2023;miércoles;Santa Fe;Juguetes;4798;214690;Oca;2252;Despejado;No;Same-Day;0;Sí;0;B5602AAA;ARS 88557
8010;15/3/2023;miércoles;Salta;Juguetes;1027;262100;Transporte Propio;2285;Lluvia;No;Same-Day;3;No;0;B2963AAA;59966
8011;13/10/2023;viernes;Neuquén;Electrónica;3665;822520;Oca;1330;Despejado;No;Normal;2;No;0;B6327AAA;ARS 25338
8012;2/11/2023;jueves;Córdoba;Muebles;2086;996940;Transporte Propio;1163;Lluvia;No;Express;1;Sí;0;B4210AAA;ARS 111982
8013;20/5/2023;sábado;Córdoba;Electrónica;234;442390;Oca;2180;Despejado;No;Normal;1;No;1;B7803AAA;$ 116.323
8014;18/2/2023;sábado;Tucumán;Electrónica;1004;485520;Oca;1868;Despejado;No;Normal;3;No;0;B3266AAA;130847
8015;15/6/2023;jueves;Córdoba;Electrónica;3878;529650;Andreani;2209;Despejado;No;Same-Day;2;Sí;0;B4028AAA;ARS 128240
8016;13/6/2023;martes;Neuquén;Muebles;4662;140760;Correo Argentino;1500;Despejado;Sí;Normal;0;No;0;B5006AAA;$ 56.064
8017;26/8/2023;sábado;CABA;Indumentaria;4974;234410;Andreani;45;Despejado;No;Same-Day;1;No;0;B4696AAA;14636
8018;16/8/2023;miércoles;Santa Fe;Electrónica;4212;608720;Transporte Propio;1854;Despejado;No;Express;1;Sí;0;B1868AAA;26439
8019;27/10/2023;viernes;Córdoba;Indumentaria;4695;789370;Transporte Propio;1205;Lluvia;No;Normal;0;No;0;B9964AAA;ARS 35622
8020;20/12/2023;miércoles;Salta;Indumentaria;126;214620;Correo Argentino;2193;Despejado;No;Express;2;Sí;0;B6908AAA;125225
8021;10/2/2023;viernes;Buenos Aires;Juguetes;2784;335440;Transporte Propio;197;Despejado;No;Express;2;Sí;0;B6326AAA;42063
8022;10/7/2023;lunes;Córdoba;Juguetes;4722;427940;Oca;649;Lluvia;No;Same-Day;3;Sí;0;B2542AAA;$ 89.269
8023;14/4/2023;viernes;CABA;Electrónica;3498;489160;Correo Argentino;2329;Tormenta;No;Same-Day;2;No;0;N/A;$ 139.124
8024;4/11/2023;sábado;CABA;Juguetes;207;671740;Andreani;1188;Lluvia;No;Same-Day;2;Sí;0;B1154AAA;$ 46.849
8025;10/4/2023;lunes;CABA;Electrónica;4463;758840;Oca;1285;Despejado;No;Same-Day;2;Sí;0;B5293AAA;$ 32.045
8026;23/6/2023;viernes;Mendoza;Muebles;2757;650840;Andreani;1203;Despejado;No;Same-Day;2;No;0;B7926AAA;$ 39.463
8027;19/8/2023;sábado;Córdoba;Indumentaria;491;433490;Transporte Propio;2081;Despejado;No;Express;0;Sí;0;B6554AAA;$ 107.206
8028;13/12/2023;miércoles;Neuquén;Muebles;2246;675350;Correo Argentino;693;Tormenta;No;Same-Day;3;No;1;B1666AAA;ARS 111418
8029;18/9/2023;lunes;Buenos Aires;Muebles;255;740240;Transporte Propio;2268;Lluvia;No;Normal;0;Sí;1;B2892AAA;7703
8030;2/9/2023;sábado;Córdoba;Indumentaria;2196;657120;Andreani;293;Despejado;No;Normal;0;Sí;0;B3129AAA;44731
8031;7/8/2023;lunes;Córdoba;Indumentaria;3475;289590;Correo Argentino;638;Lluvia;No;Normal;0;No;0;B1287AAA;102897
8032;17/3/2023;viernes;Mendoza;Juguetes;249;163640;Andreani;434;Despejado;No;Normal;2;Sí;0;B7542AAA;ARS 99441
8033;15/10/2023;domingo;CABA;Muebles;1222;192050;Correo Argentino;1931;Despejado;No;Normal;1;No;1;B8850AAA;61485
8034;14/6/2023;miércoles;CABA;Juguetes;1025;609110;Andreani;309;Despejado;No;Express;1;No;0;B7374AAA;103851
8035;18/5/2023;jueves;Tucumán;Juguetes;3933;796080;Andreani;1736;Despejado;No;Same-Day;2;Sí;0;B7008AAA;ARS 52821
8036;5/12/2023;martes;Córdoba;Muebles;124;675000;Andreani;1805;Despejado;No;Same-Day;1;No;1;B4812AAA;140225
8037;5/6/2023;lunes;CABA;Electrónica;4566;622080;Transporte Propio;1762;Despejado;No;Normal;3;No;1;B9888AAA;$ 37.145
8038;1/3/2023;miércoles;Mendoza;Bazar;2767;207160;Oca;1794;Lluvia;No;Express;3;Sí;1;B4279AAA;141876
8039;21/3/2023;martes;Córdoba;Juguetes;248;967180;Transporte Propio;222;Despejado;No;Normal;2;No;0;B9086AAA;ARS 57490
8040;29/5/2023;lunes;Buenos Aires;Bazar;30;510640;Transporte Propio;2315;Tormenta;No;Normal;0;No;0;B1278AAA;ARS 5432
8041;2/3/2023;jueves;Mendoza;Bazar;4746;352080;Correo Argentino;2386;Despejado;No;Express;2;No;1;B6393AAA;$ 113.573
8042;14/9/2023;jueves;Neuquén;Juguetes;3434;451560;Andreani;346;Despejado;No;Same-Day;0;No;0;B9021AAA;121872
8043;31/3/2023;viernes;Neuquén;Electrónica;739;871960;Transporte Propio;2269;Tormenta;Sí;Normal;0;No;1;B6251AAA;13984
8044;11/12/2023;lunes;Buenos Aires;Muebles;90;759910;Transporte Propio;1399;Despejado;No;Normal;1;No;0;B7536AAA;$ 52.925
8045;30/7/2023;domingo;Neuquén;Indumentaria;4654;107070;Andreani;1203;Tormenta;No;Same-Day;3;No;0;B8305AAA;109514
8046;28/9/2023;jueves;Salta;Juguetes;2649;380920;Andreani;360;Lluvia;No;Same-Day;0;Sí;0;B7438AAA;147992
8047;17/12/2023;domingo;Buenos Aires;Indumentaria;1062;362260;Transporte Propio;730;Despejado;No;Express;2;Sí;0;B4790AAA;74759
8048;7/8/2023;lunes;Salta;Muebles;1836;554680;Correo Argentino;528;Lluvia;No;Express;1;Sí;0;B4394AAA;90236
8049;15/8/2023;martes;Salta;Indumentaria;19;816610;Andreani;1317;Despejado;No;Express;3;No;1;B9793AAA;$ 103.706
8050;1/1/2024;lunes;Tucumán;Indumentaria;150;487950;Correo Argentino;278;Despejado;No;Express;3;Sí;0;123;$ 28.793
8051;24/11/2023;viernes;Buenos Aires;Muebles;662;9080;Transporte Propio;1442;Despejado;No;Same-Day;1;Sí;0;B1871AAA;128526
8052;3/4/2023;lunes;Mendoza;Indumentaria;3505;592200;Andreani;1201;Despejado;No;Same-Day;3;No;0;B8252AAA;43471
8053;19/9/2023;martes;Tucumán;Juguetes;4059;574950;Oca;1221;Despejado;No;Same-Day;1;No;0;B5964AAA;ARS 62853
